City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sasovo,54.3537,41.9199,9.54,69,24,3.98,RU,1686424493
364,sabang,5.8933,95.3214,28.82,75,100,9.32,ID,1686424363
365,cill airne,52.05,-9.5167,17.88,93,99,2.43,IE,1686424493
366,beihai,21.4833,109.1,26.96,88,100,5.26,CN,1686424493
367,masterton,-40.9597,175.6575,4.45,94,18,0.79,NZ,1686424493
368,zakynthos,37.7914,20.8953,23.69,73,20,0.0,GR,1686424494
369,nouadhibou,20.931,-17.0347,23.99,73,0,8.23,MR,1686424494
370,lac-brome,45.2168,-72.5158,21.06,55,27,0.89,CA,1686424266
371,gutierrez zamora,20.45,-97.0833,34.9,61,86,6.22,MX,1686424494
372,aburi,5.8472,-0.1775,22.84,96,100,2.47,GH,1686424494
373,myshkin,57.7897,38.4545,6.33,67,6,2.43,RU,1686424494
374,gadzhiyevo,69.2551,33.3362,7.02,64,100,4.24,RU,1686424494
375,pochep,52.9336,33.4464,14.89,59,100,6.76,RU,1686424494
376,murghob,38.1702,73.9667,10.52,37,93,0.04,TJ,1686424494
377,dalbandin,28.8947,64.4101,31.5,19,0,2.54,PK,1686424495
378,salekhard,66.53,66.6019,9.83,92,100,5.09,RU,1686424495
379,samfya,-11.3649,29.5565,19.89,44,2,0.43,ZM,1686424495
380,saint-joseph,-21.3667,55.6167,22.21,81,30,5.35,RE,1686424495
381,hobyo,5.3505,48.5268,26.84,83,100,12.53,SO,1686424495
382,port shepstone,-30.7414,30.455,15.43,69,0,3.77,ZA,1686424495
383,yigo village,13.5361,144.8886,26.16,90,75,5.14,GU,1686424495
384,jiangyou,31.7667,104.7167,24.23,59,100,1.69,CN,1686424496
385,arish,31.1316,33.7984,23.07,77,0,3.55,EG,1686424496
386,floro,61.5996,5.0328,20.04,63,99,3.09,NO,1686424496
387,peniche,39.3558,-9.3811,21.71,85,8,3.51,PT,1686424496
388,uturoa,-16.7333,-151.4333,26.79,67,74,6.42,PF,1686424496
389,magadan,59.5667,150.8,7.24,84,41,1.76,RU,1686424496
390,rodez,44.5,2.5833,21.82,68,0,3.09,FR,1686424496
391,qamdo,31.1667,97.2333,2.47,90,100,1.19,CN,1686424496
392,maintirano,-18.0667,44.0167,24.23,78,0,4.92,MG,1686424497
393,sitka,57.0531,-135.33,10.94,87,100,0.0,US,1686424283
394,caxito,-8.5785,13.6643,21.33,91,92,1.72,AO,1686424497
395,rohru,31.2167,77.75,17.27,64,4,1.81,IN,1686424497
396,tutong,4.8,114.65,25.57,88,84,1.99,BN,1686424497
397,heber springs,35.4915,-92.0313,21.27,78,100,2.81,US,1686424497
398,lethbridge,49.7,-112.8186,24.45,68,75,3.6,CA,1686424497
399,caraballeda,10.6112,-66.8522,34.65,54,47,5.66,VE,1686424497
400,yanbu,24.0891,38.0637,33.08,44,0,4.03,SA,1686424473
401,mahanoro,-19.9,48.8,21.27,89,9,2.22,MG,1686424498
402,berezovyy,51.6667,135.7,13.73,92,15,1.27,RU,1686424498
403,nizhnesortymskiy,62.4397,71.7603,13.74,61,100,5.36,RU,1686424498
404,agadez,19.75,10.25,35.7,22,2,4.22,NE,1686424498
405,mokhsogollokh,61.4681,128.9203,11.48,77,49,1.42,RU,1686424498
406,sena madureira,-9.0656,-68.6569,28.91,80,19,1.3,BR,1686424498
407,kloulklubed,7.0419,134.2556,28.57,75,100,3.5,PW,1686424498
408,cuyo,10.8525,121.0086,29.08,79,100,8.42,PH,1686424499
409,mount isa,-20.7333,139.5,14.87,38,0,2.06,AU,1686424499
410,kapoeta,4.7717,33.5903,24.02,72,98,2.3,SS,1686424499
411,cabedelo,-6.9811,-34.8339,28.37,76,3,5.67,BR,1686424336
412,fisterra,42.9049,-9.2629,20.97,86,32,3.11,ES,1686424499
413,kollam,8.8833,76.6,26.59,84,100,3.44,IN,1686424499
414,sakchu-up,40.3894,125.0467,13.5,95,98,1.1,KP,1686424499
415,guajara mirim,-10.7828,-65.3394,32.09,58,75,2.57,BR,1686424499
416,howard springs,-12.497,131.047,21.95,70,11,2.68,AU,1686424500
417,nakhon pathom,13.9833,100.0833,26.1,83,100,2.15,TH,1686424500
418,ciudad del carmen,18.6333,-91.8333,32.02,66,40,4.12,MX,1686424500
419,pizarro,4.9533,-77.366,27.48,81,100,3.17,CO,1686424500
420,sparti,37.0733,22.4297,23.3,74,85,2.32,GR,1686424500
421,warrnambool,-38.3833,142.4833,10.74,88,79,4.26,AU,1686424226
422,sarkand,45.41,79.9186,20.5,55,97,1.77,KZ,1686424500
423,bhalwal,32.272,72.9043,33.76,34,100,8.81,PK,1686424500
424,paramonga,-10.6667,-77.8333,23.2,72,19,5.28,PE,1686424501
425,tralee,52.2704,-9.7026,18.03,92,90,2.44,IE,1686424501
426,margate,51.3813,1.3862,19.27,68,29,2.24,GB,1686424501
427,putla villa de guerrero,17.0333,-97.9333,32.86,48,100,2.64,MX,1686424501
428,jardim de piranhas,-6.3786,-37.3519,33.85,34,85,4.76,BR,1686424501
429,tanout,14.9709,8.8879,36.15,27,98,3.16,NE,1686424501
430,winter garden,28.5653,-81.5862,34.61,57,73,1.34,US,1686424502
431,balaipungut,1.05,101.2833,24.68,92,77,1.16,ID,1686424502
432,vrontados,38.4089,26.1328,22.92,60,0,0.51,GR,1686424502
433,dawei,14.0833,98.2,24.79,94,100,1.49,MM,1686424502
434,maceio,-9.6658,-35.7353,27.69,69,20,4.12,BR,1686424417
435,barra de sao francisco,-18.755,-40.8908,28.65,46,30,0.79,BR,1686424503
436,bentiu,9.2333,29.8333,23.26,89,100,2.54,SS,1686424503
437,forest grove,45.5198,-123.1107,21.77,61,75,3.6,US,1686424503
438,nema,57.5067,50.5011,5.12,76,7,3.58,RU,1686424503
439,argo,37.6333,22.7333,23.77,69,76,0.62,GR,1686424503
440,saynshand,44.8824,110.1163,17.03,47,0,3.82,MN,1686424504
441,kilinochchi,9.3961,80.3982,27.74,79,100,6.73,LK,1686424504
442,koryazhma,61.3143,47.1691,4.98,82,96,3.21,RU,1686424504
443,al ghayzah,16.2079,52.176,29.58,77,13,3.19,YE,1686424504
444,sao gabriel da cachoeira,-0.1303,-67.0892,31.89,74,20,1.54,BR,1686424504
445,tonekabon,36.8163,50.8738,21.97,87,12,0.36,IR,1686424505
446,hengchun,22.0042,120.7439,27.9,78,100,0.5,TW,1686424360
447,lemvig,56.5486,8.3102,16.31,66,40,5.35,DK,1686424505
448,nishinoomote,30.7333,131.0,23.2,94,100,7.28,JP,1686424505
449,remire-montjoly,4.9167,-52.2667,30.02,66,20,5.14,GF,1686424505
450,shimoda,34.6667,138.95,20.06,96,100,1.93,JP,1686424506
451,port alfred,-33.5906,26.891,14.98,69,0,4.43,ZA,1686424506
452,rio branco,-9.9747,-67.81,31.34,66,40,2.06,BR,1686424506
453,vylkove,45.4021,29.586,19.16,81,85,1.94,UA,1686424506
454,mon,26.75,95.1,22.35,97,100,1.31,IN,1686424506
455,codrington,-38.2667,141.9667,9.1,94,25,4.01,AU,1686424506
456,laojunmiao,39.8333,97.7333,20.35,22,61,3.15,CN,1686424506
457,ulsan,35.5372,129.3167,19.09,91,97,0.91,KR,1686424507
458,planaltina,-15.4528,-47.6142,27.1,34,73,1.06,BR,1686424508
459,wainwright,52.839,-110.8572,23.73,42,8,6.35,CA,1686424508
460,dawson creek,55.7666,-120.2362,21.8,49,20,5.66,CA,1686424508
461,dulovo,43.8167,27.15,19.06,71,74,1.44,BG,1686424508
462,pico truncado,-46.7949,-67.9573,5.81,33,0,7.86,AR,1686424509
463,tionk essil,12.7856,-16.5217,31.03,65,46,6.54,SN,1686424509
464,port-vila,-17.7338,168.3219,23.0,66,88,6.88,VU,1686424509
465,saldanha,-33.0117,17.9442,10.03,84,0,2.32,ZA,1686424510
466,kristiansund,63.1115,7.732,18.36,52,0,2.57,NO,1686424510
467,kuybyshev,55.4475,78.3218,13.86,54,39,2.88,RU,1686424511
468,fukuecho,32.6881,128.8419,22.35,94,63,6.52,JP,1686424511
469,kapa'a,22.0752,-159.319,26.99,79,75,5.14,US,1686424511
470,tual,-5.6667,132.75,27.11,80,36,10.95,ID,1686424511
471,feicheng,35.2606,117.9675,18.82,67,1,0.52,CN,1686424511
472,sao vicente,-23.9631,-46.3919,31.98,27,0,1.34,BR,1686424511
473,lazaro cardenas,17.9583,-102.2,31.16,53,57,5.0,MX,1686424512
474,khandyga,62.6667,135.6,11.21,70,20,1.19,RU,1686424512
475,salalah,17.0151,54.0924,29.27,81,100,4.51,OM,1686424512
476,beloyarskiy,63.7119,66.6722,9.89,95,100,3.79,RU,1686424512
477,maitum,6.0392,124.4986,25.91,74,100,1.33,PH,1686424512
478,tchintabaraden,15.8969,5.7985,31.35,40,90,3.59,NE,1686424512
479,katoro,-3.0203,31.8958,20.66,60,23,0.36,TZ,1686424512
480,calca,-13.3333,-71.95,20.64,42,64,1.78,PE,1686424513
481,luderitz,-26.6481,15.1594,13.38,89,0,4.24,NA,1686424513
482,brisas de zicatela,15.8369,-97.0419,34.29,55,75,6.17,MX,1686424513
483,pundong,-7.9522,110.3486,23.81,91,60,1.25,ID,1686424513
484,trevoux,45.9411,4.7673,24.34,74,15,1.78,FR,1686424513
485,buala,-8.145,159.5921,26.46,84,73,2.8,SB,1686424513
486,zhangye,38.9342,100.4517,24.42,23,100,2.27,CN,1686424514
487,trairi,-3.2778,-39.2689,26.54,84,3,4.83,BR,1686424514
488,sroda slaska,51.1641,16.5951,21.95,50,0,3.6,PL,1686424501
489,presidente olegario,-18.4178,-46.4181,26.55,31,0,1.99,BR,1686424514
490,dogondoutchi,13.6393,4.0287,37.1,29,99,2.06,NE,1686424514
491,tabas,33.5959,56.9244,30.12,23,0,2.06,IR,1686424514
492,baruun-urt,46.6806,113.2792,13.02,63,95,2.76,MN,1686424514
493,muynoq,43.7683,59.0214,22.92,47,5,6.06,UZ,1686424515
494,grand falls-windsor,48.9332,-55.6649,6.39,94,100,1.34,CA,1686424515
495,virginia,37.5481,-77.4467,30.12,35,20,4.63,US,1686424194
496,zhangjiakou shi xuanhua qu,40.6103,115.0447,16.95,42,62,2.07,CN,1686424515
497,san luis,-33.295,-66.3356,11.33,23,34,9.38,AR,1686424515
498,micheweni,-4.9667,39.8333,25.24,84,38,5.68,TZ,1686424515
499,karoi,-16.8099,29.6925,16.98,38,6,0.97,ZW,1686424515
500,la gi,10.6667,107.7833,25.74,90,99,4.44,VN,1686424516
501,puerto maldonado,-12.6,-69.1833,32.22,51,40,3.09,PE,1686424516
502,guarenas,10.4674,-66.6066,32.58,54,83,2.33,VE,1686424516
503,paducah,37.0834,-88.6001,31.21,31,0,2.57,US,1686424466
504,campos dos goytacazes,-21.75,-41.3,30.03,39,0,3.09,BR,1686424517
505,acarau,-2.8856,-40.12,27.62,78,4,7.08,BR,1686424350
506,riverside,33.7333,-116.0508,31.77,32,0,2.06,US,1686424476
507,tura,25.5198,90.2201,23.91,93,100,1.46,IN,1686424517
508,mbeya,-8.9,33.45,14.56,82,31,2.73,TZ,1686424517
509,isangel,-19.55,169.2667,20.5,67,6,4.59,VU,1686424517
510,buctzotz,21.2,-88.7833,37.93,33,6,3.65,MX,1686424517
511,hasaki,35.7333,140.8333,20.68,95,100,1.82,JP,1686424517
512,bayganin,48.6947,55.8742,22.94,30,100,4.47,KZ,1686424518
513,ataq,14.5377,46.8319,27.67,48,100,3.07,YE,1686424518
514,tokar,18.4254,37.729,35.86,40,91,3.27,SD,1686424518
515,pokhara,28.2333,83.9833,27.16,48,95,1.79,NP,1686424518
516,guangyuan,32.442,105.823,22.84,79,100,0.81,CN,1686424518
517,tyumentsevo,53.3224,81.498,10.99,87,0,1.56,RU,1686424518
518,reyes,-14.3167,-67.3833,28.91,67,3,2.65,BO,1686424518
519,portland,45.5234,-122.6762,22.27,60,75,4.12,US,1686424139
520,punta del este,-34.9667,-54.95,13.31,57,0,8.49,UY,1686424519
521,mora,11.0461,14.1401,30.09,48,93,2.86,CM,1686424519
522,cerritos,33.8583,-118.0648,21.78,74,100,4.63,US,1686424519
523,salinopolis,-0.6136,-47.3561,28.44,74,8,5.21,BR,1686424386
524,alofi,-19.0595,-169.9187,23.94,94,33,3.09,NU,1686424519
525,qashyr,53.0675,76.1036,17.42,57,98,1.92,KZ,1686424519
526,cannonvale,-20.2833,148.7,20.66,87,39,5.24,AU,1686424519
527,kinmparana,12.8402,-4.9199,36.26,31,73,2.62,ML,1686424520
528,puerto lleras,3.0223,-73.4044,28.71,68,85,1.93,CO,1686424520
529,rmi capitol,7.0893,171.3805,28.97,79,100,4.12,MH,1686424520
530,manokwari,-0.8667,134.0833,25.64,84,98,1.38,ID,1686424520
531,krasnopavlivka,49.1372,36.3272,16.13,95,100,8.19,UA,1686424520
532,barra de santo antonio,-9.4047,-35.5072,27.6,71,7,3.11,BR,1686424276
533,kudat,6.8837,116.8477,24.96,94,20,1.54,MY,1686424521
534,searcy,35.2506,-91.7363,20.0,94,100,3.09,US,1686424326
535,grants,35.1473,-107.8514,26.13,7,0,5.14,US,1686424521
536,nikolayevsk-on-amure,53.1406,140.73,13.98,95,100,1.15,RU,1686424521
537,kotido,2.9806,34.1331,21.43,78,98,2.72,UG,1686424521
538,mosjoen,65.836,13.1908,17.29,34,22,3.6,NO,1686424521
539,robinson,31.4677,-97.1147,37.32,47,0,6.69,US,1686424521
540,aripuana,-9.1667,-60.6333,34.54,35,20,1.38,BR,1686424522
541,malango,-2.9627,119.9001,20.12,99,100,0.59,ID,1686424522
542,lathrop,37.8227,-121.2766,23.48,51,0,1.54,US,1686424468
543,pedernales,18.0384,-71.744,32.39,56,100,6.7,DO,1686424522
544,nabire,-3.3667,135.4833,24.69,92,79,1.26,ID,1686424522
545,lambarene,-0.7001,10.2406,25.01,86,100,1.78,GA,1686424522
546,richfield,44.8833,-93.283,28.21,46,40,2.06,US,1686424522
547,mili,6.0815,171.735,28.4,77,100,8.6,MH,1686424523
548,el burgo de osma,41.5862,-3.0652,19.23,60,67,2.61,ES,1686424523
549,urmary,55.6789,47.944,7.53,67,13,3.17,RU,1686424523
550,kiffa,16.6166,-11.4045,41.77,11,21,3.35,MR,1686424523
551,tambacounda,13.7539,-13.7586,40.56,20,50,1.55,SN,1686424523
552,itoman,26.1247,127.6694,27.01,89,32,2.57,JP,1686424523
553,kaohsiung,22.6163,120.3133,28.35,86,75,1.54,TW,1686424524
554,ponta delgada,37.7333,-25.6667,20.4,56,20,4.12,PT,1686424524
555,botro,7.8525,-5.3106,28.29,65,68,3.65,CI,1686424282
556,revda,56.801,59.9303,10.45,96,99,1.96,RU,1686424524
557,colonia,50.9333,6.95,28.36,41,0,2.06,DE,1686424524
558,rio grande,-32.035,-52.0986,14.06,91,100,6.86,BR,1686424524
559,southern pines,35.174,-79.3923,30.74,33,20,4.12,US,1686424524
560,tamanrasset,22.785,5.5228,30.95,19,40,12.35,DZ,1686424524
